453480.36	4176119.26	2492.32	-52.56	20.83	4.04	-0.57	12.6154	-10.4834	8.9635	8.9294
453476.89	4176119.4	2492.11	-51.86	23.77	4.3	-0.26	12.95	-7.6365	8.9635	8.9294
453473.42	4176119.55	2491.9	-52.27	26.97	4.4	0.02	12.2442	-4.4929	8.9635	8.9294
453469.95	4176119.7	2491.7	-53.7	29.91	4.35	0.23	10.4937	-1.5932	8.9635	8.9294
453466.48	4176119.85	2491.49	-55.87	32.14	4.17	0.33	8.2029	0.5713	8.9635	8.9294
453463.01	4176119.99	2491.28	-58.32	33.4	3.88	0.31	5.5202	1.7733	8.9635	8.9294
453459.54	4176120.13	2491.06	-60.46	33.67	3.53	0.17	3.2014	1.9204	8.9635	8.9294
453456.07	4176120.28	2490.85	-61.78	33.13	3.13	-0.08	1.616	1.3488	8.9635	8.9294
453452.6	4176120.42	2490.64	-62.02	32.12	2.74	-0.41	1.2087	0.2858	8.9635	8.9294
453449.13	4176120.56	2490.43	-61.17	31.07	2.36	-0.8	1.8656	-0.8304	8.9635	8.9294
453445.66	4176120.7	2490.22	-59.51	30.32	2.01	-1.22	3.3542	-1.6186	8.9635	8.9294
453442.19	4176120.85	2490.01	-57.5	30	1.71	-1.62	5.1713	-1.9784	8.9635	8.9294
453438.73	4176120.98	2489.81	-55.74	30	1.46	-1.99	6.737	-2.0171	8.9635	8.9294
453435.26	4176121.08	2489.65	-54.75	30.12	1.24	-2.31	7.4853	-1.9358	8.9635	8.9294
453431.8	4176121.19	2489.49	-54.72	30.1	1.06	-2.56	7.379	-1.9837	8.9635	8.9294
453428.34	4176121.29	2489.33	-55.55	29.8	0.91	-2.76	6.4794	-1.8632	8.9635	8.9294
453424.88	4176121.4	2489.17	-56.84	29.22	0.8	-2.89	4.9192	-2.472	8.9635	8.9294
453421.41	4176121.5	2489.01	-58.06	28.66	0.72	-2.98	3.5096	-3.0594	8.9635	8.9294
453417.95	4176121.6	2488.86	-58.73	28.51	0.69	-3.03	2.7524	-3.1973	8.9635	8.9294
453414.49	4176121.71	2488.7	-58.67	29.03	0.72	-3.05	2.6585	-2.703	8.9635	8.9294
453411.03	4176121.8	2488.56	-57.92	30.21	0.81	-3.04	3.2956	-1.5384	8.9635	8.9294
453407.58	4176121.86	2488.52	-56.63	31.83	0.96	-3	4.5048	0.0985	8.9635	8.9294
453404.13	4176121.92	2488.48	-54.89	33.57	1.18	-2.92	6.1525	1.8379	8.9635	8.9294
453400.68	4176121.99	2488.45	-52.88	35.03	1.44	-2.79	8.1078	3.2946	8.9635	8.9294
453397.23	4176122.05	2488.41	-50.9	35.87	1.72	-2.62	10.0136	4.1514	8.9635	8.9294
453393.78	4176122.11	2488.37	-49.29	35.89	2	-2.38	11.5976	4.1916	8.9635	8.9294
453390.33	4176122.17	2488.33	-48.22	35.03	2.25	-2.08	12.7263	3.3536	8.9635	8.9294
453386.88	4176122.23	2488.29	-47.64	33.49	2.45	-1.71	13.2167	1.8105	8.9635	8.9294
453383.43	4176122.29	2488.27	-47.37	31.69	2.56	-1.28	13.4696	0.038	8.9635	8.9294
453380.01	4176122.36	2488.33	-47.2	30.23	2.58	-0.79	13.6356	-1.3854	8.9635	8.9294
453376.59	4176122.43	2488.38	-47	29.68	2.49	-0.28	13.8048	-1.9036	8.9635	8.9294
453373.17	4176122.5	2488.44	-46.82	30.38	2.29	0.24	13.9673	-1.1782	8.9635	8.9294
453369.74	4176122.57	2488.49	-46.94	32.34	1.98	0.73	13.846	0.8574	8.9635	8.9294
453366.32	4176122.64	2488.55	-47.7	35.28	1.58	1.15	13.1155	3.8137	8.9635	8.9294
453362.9	4176122.71	2488.6	-49.34	38.54	1.13	1.48	11.4925	7.0896	8.9635	8.9294
453359.48	4176122.78	2488.66	-51.91	41.27	0.64	1.69	9.079	9.8573	8.9635	8.9294
453356.06	4176122.86	2488.73	-55.31	42.7	0.17	1.78	5.7167	11.3276	8.9635	8.9294
453352.67	4176122.95	2488.86	-59.25	42.4	-0.26	1.75	1.7484	11.0706	8.9635	8.9294
453349.28	4176123.03	2488.99	-63.33	40.32	-0.62	1.61	-2.2917	9.0817	8.9635	8.9294
453345.89	4176123.12	2489.12	-67.12	36.76	-0.89	1.4	-6.1144	5.6099	8.9635	8.9294
453342.49	4176123.21	2489.25	-70.23	32.27	-1.05	1.14	-9.1572	1.2148	8.9635	8.9294
453339.1	4176123.3	2489.38	-72.34	27.55	-1.1	0.87	-11.0541	-3.452	8.9635	8.9294
453335.71	4176123.38	2489.51	-73.22	23.29	-1.04	0.63	-11.8586	-7.6567	8.9635	8.9294
453332.32	4176123.47	2489.64	-72.71	20.02	-0.9	0.45	-11.2604	-10.8427	8.9635	8.9294
453328.93	4176123.56	2489.77	-70.86	18.17	-0.68	0.34	-9.3115	-12.5756	8.9635	8.9294
453325.56	4176123.66	2489.92	-67.94	18.12	-0.43	0.32	-6.2621	-12.5282	8.9635	8.9294
453322.19	4176123.76	2490.06	-64.39	20.01	-0.16	0.38	-2.6689	-10.5239	8.9635	8.9294
453318.82	4176123.86	2490.21	-60.78	23.59	0.09	0.49	1.0188	-6.8901	8.9635	8.9294
453315.45	4176123.97	2490.35	-57.79	28.33	0.31	0.63	4.1217	-2.0547	8.9635	8.9294
453312.08	4176124.07	2490.5	-55.95	33.56	0.48	0.76	6.0903	3.2542	8.9635	8.9294
453308.71	4176124.17	2490.65	-55.55	38.49	0.6	0.83	6.589	8.4714	8.9635	8.9294
453305.34	4176124.27	2490.79	-56.48	42.33	0.68	0.82	5.6466	12.4028	8.9635	8.9294
453301.97	4176124.36	2490.94	-58.27	44.5	0.72	0.7	4.0165	14.6377	8.9635	8.9294
453298.59	4176124.39	2491.11	-60.33	44.95	0.74	0.46	2.0621	15.2158	8.9635	8.9294
453295.22	4176124.43	2491.27	-62.19	44.05	0.74	0.12	0.3738	14.4244	8.9635	8.9294
453291.84	4176124.46	2491.43	-63.73	42.25	0.73	-0.31	-0.9845	12.711	8.9635	8.9294
453288.46	4176124.5	2491.6	-65.15	39.87	0.72	-0.8	-2.2258	10.37	8.9635	8.9294
453285.08	4176124.53	2491.76	-66.74	37.07	0.7	-1.31	-3.8323	7.6545	8.9635	8.9294
453281.71	4176124.57	2491.93	-68.59	33.85	0.68	-1.79	-5.5834	4.5172	8.9635	8.9294
453278.33	4176124.6	2492.09	-70.52	30.19	0.65	-2.21	-7.4002	0.9562	8.9635	8.9294
453274.95	4176124.63	2492.24	-72.18	26.32	0.61	-2.53	-8.9863	-2.8181	8.9635	8.9294
453271.56	4176124.65	2492.31	-73.21	22.85	0.55	-2.71	-9.9246	-6.2037	8.9635	8.9294
453268.17	4176124.66	2492.39	-73.45	20.48	0.47	-2.75	-10.0864	-8.47	8.9635	8.9294
453264.77	4176124.68	2492.47	-72.98	19.71	0.36	-2.63	-9.4922	-9.1701	8.9635	8.9294
453261.38	4176124.69	2492.55	-72.08	20.76	0.21	-2.38	-8.5896	-8.0332	8.9635	8.9294
453257.99	4176124.71	2492.62	-71.01	23.53	0.03	-2.02	-7.4296	-5.1859	8.9635	8.9294
453254.6	4176124.72	2492.7	-69.89	27.55	-0.17	-1.59	-6.2351	-1.0875	8.9635	8.9294
453251.21	4176124.74	2492.78	-68.79	32.07	-0.39	-1.14	-5.0326	3.4995	8.9635	8.9294
453247.81	4176124.75	2492.84	-67.8	36.19	-0.61	-0.69	-3.9895	7.754	8.9635	8.9294
453244.41	4176124.74	2492.85	-66.93	39.17	-0.82	-0.29	-3.0458	10.8126	8.9635	8.9294
453241	4176124.73	2492.86	-66.11	40.48	-0.99	0.06	-2.1586	12.2362	8.9635	8.9294
453237.59	4176124.72	2492.87	-65.21	39.86	-1.12	0.36	-1.1952	11.6774	8.9635	8.9294
453234.18	4176124.71	2492.88	-64.18	37.4	-1.19	0.6	-0.1651	9.2952	8.9635	8.9294
453230.77	4176124.7	2492.89	-63.09	33.61	-1.2	0.81	0.9303	5.7325	8.9635	8.9294
453227.36	4176124.69	2492.9	-62.03	29.23	-1.16	1.01	2.0509	1.444	8.9635	8.9294
453223.95	4176124.68	2492.91	-61.04	25.08	-1.07	1.23	3.1112	-2.6319	8.9635	8.9294
453220.54	4176124.68	2492.93	-60.18	21.94	-0.96	1.48	4.0239	-5.6556	8.9635	8.9294
453217.12	4176124.7	2492.99	-59.45	20.54	-0.84	1.78	4.8625	-6.992	8.9635	8.9294
453213.69	4176124.73	2493.05	-58.92	21.22	-0.76	2.12	5.3899	-6.1597	8.9635	8.9294
453210.27	4176124.76	2493.11	-58.76	23.87	-0.72	2.48	5.6425	-3.3996	8.9635	8.9294
453206.85	4176124.79	2493.17	-59.21	27.96	-0.75	2.82	5.2261	0.7345	8.9635	8.9294
453203.42	4176124.81	2493.23	-60.42	32.68	-0.86	3.1	4.0417	5.523	8.9635	8.9294
453200	4176124.84	2493.28	-62.36	37.09	-1.04	3.29	2.1026	10.0705	8.9635	8.9294
453196.58	4176124.87	2493.34	-64.79	40.26	-1.28	3.35	-0.3092	13.249	8.9635	8.9294
453193.15	4176124.9	2493.41	-67.4	41.56	-1.56	3.25	-2.9379	14.6417	8.9635	8.9294
453189.7	4176124.93	2493.48	-69.88	40.86	-1.85	2.99	-5.4335	14.0294	8.9635	8.9294
453186.25	4176124.96	2493.56	-71.97	38.49	-2.11	2.58	-7.4871	11.7005	8.9635	8.9294
453182.8	4176124.99	2493.64	-73.51	35.06	-2.32	2.04	-9.0616	8.3336	8.9635	8.9294
453179.36	4176125.02	2493.72	-74.5	31.26	-2.44	1.39	-10.0566	4.5871	8.9635	8.9294
453175.91	4176125.05	2493.8	-75	27.69	-2.46	0.69	-10.5391	1.0762	8.9635	8.9294
453172.46	4176125.08	2493.88	-74.95	24.74	-2.38	-0.03	-10.5227	-1.8202	8.9635	8.9294
453169.01	4176125.12	2493.96	-74.2	22.56	-2.18	-0.71	-9.7751	-3.9543	8.9635	8.9294
453165.56	4176125.14	2494.04	-72.59	21.27	-1.88	-1.33	-8.1554	-5.2274	8.9635	8.9294
453162.08	4176125.13	2494.11	-70.08	21	-1.5	-1.84	-5.6027	-5.4495	8.9635	8.9294
453158.61	4176125.12	2494.19	-66.78	21.76	-1.07	-2.23	-2.3084	-4.5999	8.9635	8.9294
453155.13	4176125.11	2494.27	-63.05	23.27	-0.61	-2.48	1.4024	-2.9508	8.9635	8.9294
453151.65	4176125.1	2494.35	-59.39	25.02	-0.16	-2.62	5.0565	-1.1822	8.9635	8.9294
453148.18	4176125.09	2494.42	-56.23	26.42	0.27	-2.63	8.2675	0.2281	8.9635	8.9294
453144.7	4176125.09	2494.5	-53.79	26.95	0.65	-2.55	10.7243	0.7726	8.9635	8.9294
453141.23	4176125.08	2494.58	-51.99	26.34	0.98	-2.38	12.5198	0.1941	8.9635	8.9294
453137.74	4176125.06	2494.67	-50.68	24.7	1.24	-2.14	13.8789	-1.6261	8.9635	8.9294
453134.23	4176125.01	2494.82	-49.75	22.51	1.44	-1.84	14.7776	-3.8376	8.9635	8.9294
453130.71	4176124.97	2494.96	-49.19	20.34	1.55	-1.49	15.3486	-5.9532	8.9635	8.9294
453127.2	4176124.92	2495.11	-49.14	18.68	1.59	-1.09	15.3863	-7.6335	8.9635	8.9294
453123.68	4176124.88	2495.25	-49.74	17.79	1.56	-0.65	14.7598	-8.4503	8.9635	8.9294
453120.17	4176124.83	2495.4	-51.03	17.73	1.46	-0.19	13.4675	-8.4615	8.9635	8.9294
453116.65	4176124.78	2495.55	-52.82	18.39	1.29	0.3	11.8051	-7.8625	8.9635	8.9294
453113.14	4176124.74	2495.69	-54.81	19.59	1.08	0.81	9.7937	-6.7119	8.9635	8.9294
453109.62	4176124.71	2495.84	-56.71	21.23	0.82	1.32	7.8759	-4.9539	8.9635	8.9294
453106.09	4176124.74	2495.98	-58.27	23.39	0.54	1.81	6.324	-2.7803	8.9635	8.9294
453102.57	4176124.77	2496.13	-59.44	26.2	0.23	2.26	5.2515	-0.0203	8.9635	8.9294
453099.04	4176124.8	2496.27	-60.4	29.57	-0.09	2.63	4.2796	3.3228	8.9635	8.9294
453095.52	4176124.84	2496.42	-61.48	33.22	-0.42	2.89	3.242	6.9884	8.9635	8.9294
453091.99	4176124.87	2496.56	-63.02	36.71	-0.74	3.01	1.7675	10.486	8.9635	8.9294
453088.47	4176124.9	2496.71	-65.13	39.51	-1.04	2.96	-0.3314	13.271	8.9635	8.9294
453084.94	4176124.93	2496.85	-67.72	41.03	-1.3	2.71	-2.9393	14.8451	8.9635	8.9294
453081.41	4176124.97	2497	-70.57	40.86	-1.5	2.28	-5.7906	14.7017	8.9635	8.9294
453077.86	4176125.04	2497.14	-73.37	38.91	-1.62	1.69	-8.5807	12.7449	8.9635	8.9294
453074.31	4176125.1	2497.28	-75.76	35.36	-1.66	0.97	-11.0478	9.1876	8.9635	8.9294
453070.76	4176125.16	2497.43	-77.4	30.59	-1.6	0.19	-12.6448	4.4658	8.9635	8.9294
453067.21	4176125.23	2497.57	-78.08	25.15	-1.47	-0.6	-13.381	-0.9525	8.9635	8.9294
453063.66	4176125.29	2497.71	-77.67	19.75	-1.26	-1.33	-13.0101	-6.3347	8.9635	8.9294
453060.11	4176125.36	2497.85	-76.16	15.16	-1.01	-1.94	-11.5041	-10.8946	8.9635	8.9294
453056.56	4176125.42	2498	-73.72	12	-0.75	-2.38	-9.0774	-14.0416	8.9635	8.9294
453053.01	4176125.47	2498.13	-70.79	10.77	-0.52	-2.63	-6.1955	-15.2983	8.9635	8.9294
453049.43	4176125.49	2498.22	-67.88	11.71	-0.33	-2.67	-3.2748	-14.3522	8.9635	8.9294
