1.9006,-0.0774277,-0.0701472,0.435724,-1.39969,-1.28366,0.63556,-0.246661,-0.843611,-0.490262
1.31214,0.236653,0.0608075,0.553081,-0.978417,-1.28952,0.443594,-0.1199,-0.884545,-0.618822
0.740904,0.57092,0.273349,0.605671,-0.691875,-1.18303,0.269658,-0.0696824,-0.820368,-0.666971
0.277796,0.826568,0.460784,0.571942,-0.504898,-0.985844,0.0654004,-0.109217,-0.653507,-0.64073
-0.0716081,0.925057,0.550405,0.550472,-0.367584,-0.676046,-0.14456,-0.126272,-0.444817,-0.540043
-0.267249,0.862688,0.587046,0.485966,-0.202541,-0.321013,-0.374198,-0.111448,-0.206936,-0.379793
-0.309999,0.657039,0.513143,0.401274,0.0407241,-0.0258859,-0.506378,-0.0559262,0.00533949,-0.185681
-0.22078,0.446151,0.360907,0.315289,0.212523,0.139865,-0.489628,0.0425484,0.112025,-0.0273707
-0.0393956,0.263473,0.203125,0.230776,0.260707,0.182456,-0.331694,0.0735869,0.128059,0.0419497
0.0412409,0.180927,0.113475,0.169561,0.205806,0.127743,-0.11665,0.0896773,0.115524,0.0633241
0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485
0.0684221,-0.0309734,0.194256,-0.0110132,0.122898,0.0904314,0.282122,0.231146,0.0481171,0.290953
0.0188619,-0.133621,0.232552,0.0404196,0.248008,-0.190116,0.501159,0.432402,-0.0310846,0.617411
-0.170048,-0.131658,0.150773,0.460933,0.445173,-0.674202,0.737913,0.625819,-0.179288,1.01458
-0.514916,-0.147711,-0.131478,1.10792,0.655131,-1.32377,0.993816,0.727666,-0.327026,1.49829
-0.971176,-0.506849,-0.660962,1.81504,0.863721,-2.0992,1.11945,0.782076,-0.406931,2.01986
-1.45915,-1.03555,-1.33413,2.42348,1.1238,-2.98789,1.1033,0.813515,-0.3728,2.51869
-1.86845,-1.48265,-2.06682,2.78533,1.39831,-3.76888,1.05691,0.948721,-0.126313,2.85596
-2.00955,-1.7378,-2.7225,2.80914,1.64023,-4.19451,0.957687,1.11299,0.174419,2.93958
-1.84716,-1.92345,-3.1302,2.48853,1.802,-4.24598,0.857147,1.20251,0.491161,2.58266
-1.42776,-1.94345,-3.23076,2.15696,1.74259,-3.91523,0.707633,1.10617,0.711592,1.9113
-0.83686,-1.79139,-3.01699,1.85927,1.48949,-3.35111,0.56295,0.876185,0.802279,1.13442
-0.23593,-1.45592,-2.58006,1.66356,1.1604,-2.72412,0.441665,0.584057,0.730093,0.492254
0.162212,-1.04966,-1.96256,1.50201,0.757588,-2.16411,0.41237,0.377763,0.557141,0.336035
0.346027,-0.627969,-1.31993,1.31646,0.344659,-1.73027,0.470442,0.27727,0.255127,0.378654
0.211937,-0.170188,-0.759415,1.11763,-0.0123075,-1.43246,0.670529,0.255849,-0.0522476,0.39944
0.0126036,0.271839,-0.312333,0.796076,-0.261337,-1.17727,0.981341,0.318011,-0.309332,0.412546
-0.160924,0.65537,-0.0284816,0.47821,-0.407817,-0.966148,1.32311,0.380056,-0.559563,0.389258
-0.15158,0.829576,0.0712708,0.208036,-0.460355,-0.72193,1.64327,0.309379,-0.694269,0.357259
0.0167038,0.84959,0.1041,0.0638199,-0.426895,-0.434095,1.90648,0.203696,-0.735513,0.405708
0.36962,0.76715,0.0878139,0.00788601,-0.364142,-0.112338,2.06315,0.0991913,-0.720153,0.449778
0.837616,0.659969,0.0989214,-0.0115269,-0.247365,0.15827,2.01819,0.0641388,-0.688705,0.470896
1.32598,0.543573,0.158066,-0.0340424,-0.0767079,0.345914,1.78296,0.0875636,-0.599708,0.457751
1.80389,0.471737,0.251021,-0.166294,0.149754,0.537596,1.38629,0.153871,-0.539161,0.332928
2.13617,0.44389,0.379733,-0.301519,0.389089,0.704668,0.914099,0.318205,-0.45416,0.189453
2.32871,0.484627,0.482742,-0.488953,0.555074,0.86586,0.463856,0.473622,-0.380256,0.109227
2.40335,0.481693,0.564455,-0.72864,0.63216,1.02898,0.0317775,0.612904,-0.30653,0.0525272
2.39716,0.441423,0.615134,-0.977137,0.589729,1.16634,-0.337073,0.701439,-0.264903,0.07625
2.3673,0.358626,0.596271,-1.25593,0.460914,1.2779,-0.590977,0.700512,-0.247233,0.140093
2.32163,0.266973,0.549691,-1.41497,0.288158,1.36248,-0.733049,0.639768,-0.267065,0.274806
1.68641,-0.174459,-0.0888896,0.215954,-1.21073,-0.970551,0.591486,-0.458896,-0.68009,-0.478369
1.16931,0.124801,0.074398,0.35297,-0.847174,-0.966804,0.433566,-0.27551,-0.711833,-0.537602
0.667538,0.427759,0.304027,0.428296,-0.561967,-0.885602,0.301978,-0.168313,-0.663567,-0.4982
0.253056,0.674565,0.532098,0.440692,-0.386664,-0.701532,0.178763,-0.124828,-0.510638,-0.437775
-0.014978,0.786854,0.716149,0.447706,-0.290213,-0.430636,0.0816526,-0.100281,-0.272067,-0.27833
-0.145519,0.799102,0.803223,0.447553,-0.0380864,-0.117757,-0.0765597,-0.0097348,-0.0117335,-0.0985018
-0.131842,0.662462,0.787365,0.439291,0.236422,0.205632,-0.137357,0.0998849,0.227812,0.109453
0.040723,0.550659,0.65704,0.434831,0.450029,0.356088,-0.0960258,0.221397,0.398382,0.263722
0.251044,0.498218,0.524783,0.44272,0.542771,0.421122,0.0290817,0.313235,0.457334,0.364771
0.362566,0.460546,0.425815,0.453895,0.521141,0.415267,0.224182,0.368473,0.450887,0.404989
0.379008,0.392496,0.401518,0.41764,0.403278,0.410553,0.375208,0.412201,0.403672,0.40556
0.372237,0.282184,0.463381,0.312789,0.344459,0.392852,0.478037,0.479276,0.335305,0.498071
0.271686,0.182584,0.43433,0.333993,0.411769,0.184935,0.598899,0.608755,0.29495,0.677504
0.0969821,0.110102,0.288232,0.641673,0.535745,-0.269037,0.749631,0.741704,0.182311,0.981639
-0.269583,0.0266532,-0.0829265,1.17869,0.656111,-0.953835,0.882409,0.755459,0.0649007,1.36282
-0.855063,-0.316112,-0.685207,1.86027,0.770205,-1.83835,0.917867,0.632393,-0.0252359,1.79015
-1.40448,-0.884998,-1.5082,2.45484,0.936625,-2.7696,0.729401,0.609189,0.0280241,2.1846
-1.75288,-1.38747,-2.38328,2.80418,1.05475,-3.54392,0.503791,0.690247,0.246909,2.45647
-1.85454,-1.69677,-3.07615,2.75351,1.19788,-4.00876,0.459352,0.809671,0.567961,2.60571
-1.67075,-1.85882,-3.46465,2.40805,1.3684,-3.99956,0.423057,0.907802,0.859062,2.32269
-1.22423,-1.867,-3.54603,2.0326,1.4454,-3.57655,0.355079,0.831911,1.0154,1.69686
-0.62608,-1.71071,-3.26768,1.74109,1.31558,-2.92665,0.245814,0.627434,1.0544,0.960868
-0.0484423,-1.43773,-2.74768,1.59408,1.04744,-2.31122,0.228653,0.393458,0.923449,0.453216
0.404448,-1.06212,-2.07777,1.48648,0.74691,-1.82824,0.256179,0.227591,0.647818,0.237656
0.501718,-0.658205,-1.37841,1.38406,0.381772,-1.5052,0.386166,0.165021,0.314838,0.222462
0.37842,-0.213364,-0.743773,1.19155,0.052053,-1.26767,0.624732,0.141858,0.00424229,0.301626
0.184174,0.20608,-0.2699,0.936934,-0.171132,-1.09552,0.92485,0.247385,-0.257356,0.372606
0.0250574,0.538624,0.0221036,0.656638,-0.263274,-0.845704,1.23821,0.326479,-0.442846,0.438731
-0.00632154,0.761837,0.127581,0.402987,-0.267514,-0.554621,1.52696,0.312671,-0.515117,0.492215
0.150902,0.835294,0.172921,0.256217,-0.201244,-0.22746,1.77672,0.268663,-0.510379,0.577089
0.49162,0.80714,0.215063,0.158698,-0.109221,0.11769,1.87772,0.215499,-0.445897,0.636132
0.929145,0.738081,0.275835,0.0922969,0.0436843,0.339759,1.81624,0.209313,-0.373427,0.634433
1.40236,0.654626,0.375202,-0.00439389,0.16969,0.500554,1.56429,0.278152,-0.303088,0.604188
1.82353,0.600942,0.4813,-0.138232,0.315584,0.617078,1.20673,0.397132,-0.248167,0.515103
2.0974,0.594091,0.644842,-0.281426,0.48946,0.738521,0.787392,0.55146,-0.174748,0.419081
2.18707,0.603357,0.769214,-0.480025,0.622051,0.829413,0.333735,0.725471,-0.0798656,0.373914
2.20957,0.573269,0.86321,-0.712023,0.655469,0.927935,-0.0663008,0.830853,-0.00517373,0.341683
2.18176,0.492565,0.88232,-0.978279,0.565638,0.99589,-0.368214,0.884151,0.0560288,0.354719
2.1187,0.385234,0.826774,-1.21784,0.390229,1.05537,-0.57921,0.861985,0.0776938,0.404523
2.07314,0.330156,0.695574,-1.36461,0.202688,1.09575,-0.762882,0.754559,0.0495876,0.537256
1.42773,-0.187014,-0.0858164,-0.0424922,-1.01591,-0.714921,0.534193,-0.635243,-0.471198,-0.473629
0.982377,0.0713171,0.0700801,0.12679,-0.649927,-0.699979,0.399015,-0.424111,-0.523008,-0.422512
0.596659,0.339109,0.30999,0.258409,-0.392808,-0.613528,0.35086,-0.24793,-0.467657,-0.3462
0.272957,0.552632,0.597087,0.32918,-0.225863,-0.406264,0.292835,-0.130229,-0.333541,-0.225733
0.0585144,0.692906,0.841677,0.382471,-0.0899538,-0.164333,0.224669,-0.0459326,-0.0994633,-0.055186
-0.0223966,0.736642,0.975452,0.450716,0.113118,0.124427,0.171082,0.0576097,0.183467,0.142684
0.0354078,0.674799,1.01562,0.471669,0.3965,0.37442,0.162987,0.200981,0.451076,0.35805
0.267642,0.618963,0.932102,0.506816,0.645139,0.54797,0.238753,0.357141,0.604342,0.520227
0.49901,0.643479,0.808884,0.581366,0.763231,0.637801,0.363064,0.490221,0.683995,0.627293
0.61349,0.681587,0.676134,0.628923,0.741252,0.653425,0.503849,0.565211,0.670815,0.658507
0.619197,0.619197,0.619197,0.619197,0.619197,0.619197,0.619197,0.619197,0.619197,0.619197
0.549676,0.51282,0.620576,0.518191,0.523627,0.616482,0.611127,0.647904,0.555515,0.603599
