0.56678,0.0213938,-0.039939,0.187466,-0.311199,-0.338842,0.43683,-0.386326,-0.293881,-0.191528
0.399973,0.117091,0.0228993,0.272225,-0.197533,-0.308102,0.328815,-0.373451,-0.233454,-0.27306
0.245891,0.2414,0.139507,0.338976,-0.121408,-0.248177,0.243235,-0.33096,-0.139181,-0.308205
0.125794,0.375538,0.24409,0.349229,-0.0411085,-0.161739,0.137181,-0.285109,-0.019559,-0.326437
0.0207523,0.425045,0.303931,0.375689,0.00833502,-0.0410844,0.023915,-0.190956,0.0837039,-0.298492
-0.0403149,0.442988,0.33888,0.36601,0.0679066,0.0877773,-0.10093,-0.0692032,0.163809,-0.240637
-0.0567192,0.388863,0.319535,0.315699,0.13115,0.185247,-0.187682,0.0203813,0.2114,-0.145209
-0.0349686,0.315913,0.268514,0.271817,0.163968,0.208067,-0.212117,0.112898,0.218391,-0.0640353
0.0403901,0.237619,0.199053,0.201347,0.177184,0.191633,-0.134203,0.137788,0.179053,0.0192879
0.070995,0.182824,0.146844,0.162365,0.144818,0.137984,-0.0126505,0.139357,0.139267,0.0751615
0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485,0.0863485
0.0392983,-0.00112869,0.139253,0.0927425,0.0991191,0.0789156,0.245792,0.202333,0.0785571,0.161908
-0.061863,-0.100524,0.159088,0.0892064,0.12729,-0.0402857,0.344012,0.330657,0.0474037,0.263588
-0.242844,-0.119358,0.144608,0.17623,0.225361,-0.249047,0.418971,0.421739,0.00327858,0.40441
-0.482462,-0.139448,0.0334659,0.279827,0.28618,-0.614187,0.456156,0.424788,-0.043302,0.557052
-0.780301,-0.164224,-0.205892,0.377783,0.341661,-0.98787,0.408302,0.383417,-0.0998397,0.653313
-1.06783,-0.221847,-0.503354,0.463949,0.344008,-1.3218,0.286244,0.290026,-0.179133,0.728878
-1.3514,-0.286784,-0.795782,0.505414,0.37462,-1.53419,0.0782202,0.251829,-0.22479,0.769086
-1.50889,-0.295438,-0.986818,0.504604,0.416236,-1.57548,-0.132056,0.252261,-0.256752,0.755839
-1.50041,-0.310624,-1.04169,0.411812,0.437922,-1.47285,-0.281823,0.265702,-0.24697,0.640645
-1.33596,-0.314875,-1.00857,0.367682,0.439086,-1.32506,-0.399732,0.275281,-0.235746,0.487284
-1.04393,-0.287193,-0.867676,0.323927,0.392458,-1.10303,-0.452757,0.262762,-0.199463,0.317335
-0.701483,-0.204789,-0.72172,0.308757,0.320728,-0.894962,-0.431459,0.229464,-0.172297,0.156115
-0.448462,-0.0883968,-0.530713,0.301194,0.223567,-0.735195,-0.367478,0.222791,-0.131918,0.121458
-0.276116,0.0298602,-0.342397,0.284596,0.126597,-0.600219,-0.281138,0.213616,-0.103249,0.111758
-0.220756,0.164822,-0.20875,0.284303,0.0528452,-0.508328,-0.145674,0.199767,-0.0794181,0.0967687
-0.20039,0.29026,-0.0865682,0.254813,0.00524193,-0.415029,0.0255473,0.218721,-0.0533993,0.0932403
-0.170129,0.402879,0.00218638,0.212241,-0.0155641,-0.333827,0.208456,0.242762,-0.0644224,0.110995
-0.0905674,0.436697,0.0598261,0.189569,-0.0260324,-0.253801,0.389338,0.248419,-0.0565528,0.119032
0.0211513,0.431201,0.0809675,0.157335,0.00662755,-0.162331,0.55378,0.252195,-0.0524525,0.149721
0.156286,0.397963,0.0732826,0.133434,0.0256568,-0.0653492,0.692003,0.250225,-0.0545886,0.169206
0.317047,0.348068,0.0690038,0.105012,0.0679746,0.00887751,0.748451,0.264298,-0.0738992,0.177344
0.459084,0.2829,0.0911653,0.0804427,0.113103,0.0509149,0.745517,0.285512,-0.0681897,0.186516
0.611812,0.23435,0.125394,0.0281021,0.175944,0.0998005,0.678988,0.300918,-0.0642166,0.153474
0.703833,0.189971,0.176224,-0.0128438,0.225107,0.145023,0.566029,0.361063,-0.0498842,0.107885
0.759254,0.187472,0.20748,-0.0646771,0.251552,0.190961,0.472046,0.39682,-0.0464601,0.0740536
0.783681,0.166991,0.232322,-0.132421,0.264226,0.250052,0.355529,0.422111,-0.0519362,0.043767
0.780119,0.145726,0.245711,-0.181759,0.242763,0.31007,0.238344,0.430778,-0.0663055,0.043916
0.75886,0.117365,0.229613,-0.254225,0.205383,0.353016,0.126549,0.402569,-0.0751642,0.0475846
0.719363,0.0856266,0.227067,-0.269538,0.168386,0.381765,0.0390834,0.363627,-0.0889717,0.0746385
0.542078,-0.0122342,0.00686374,0.16171,-0.267614,-0.239207,0.435679,-0.327529,-0.214616,-0.16026
0.412012,0.0804273,0.10869,0.267028,-0.17057,-0.199491,0.360774,-0.30007,-0.134256,-0.203789
0.276223,0.20035,0.243588,0.351722,-0.0540773,-0.142073,0.302392,-0.249635,-0.0273665,-0.185398
0.167793,0.347491,0.365704,0.4128,0.0550517,-0.0347445,0.247664,-0.172845,0.100721,-0.163884
0.118788,0.426418,0.493228,0.463484,0.136565,0.0921505,0.208717,-0.0712462,0.241162,-0.0824303
0.0962388,0.479904,0.529734,0.4895,0.230355,0.219015,0.127541,0.0782764,0.351172,0.008606
0.117134,0.464163,0.547606,0.498727,0.322501,0.352436,0.0920365,0.216443,0.422648,0.125158
0.197062,0.442614,0.517731,0.472938,0.396339,0.392338,0.0973391,0.320856,0.455708,0.217634
0.276157,0.445711,0.468972,0.440248,0.434612,0.409748,0.152789,0.371531,0.454575,0.306208
0.330863,0.422812,0.423094,0.412973,0.442629,0.393471,0.269797,0.384505,0.420024,0.369078
0.344199,0.368646,0.380458,0.371125,0.380067,0.382233,0.365381,0.375954,0.379565,0.378186
