0	0	0
0	0.1	0
0	0.2	0
0	0.3	0
0	0.4	0
0	0.5	0
0	0.6	0
0	0.7	0
0	0.8	0
0	0.9	0
0	1	0
0	1.1	0
0	1.2	0
0	1.3	0
0	1.4	0
0	1.5	0
0	1.6	0
0	1.7	0
0	1.8	0
0	1.9	0
0	2	0
0	2.1	0
0	2.2	0
0	2.3	0
0	2.4	0
0	2.5	0
0	2.6	0
0	2.7	0
0	2.8	0
0	2.9	0
0	3	0
0	3.1	0
0	3.2	0
0	3.3	0
0	3.4	0
0	3.5	0
0	3.6	0
0	3.7	0
0	3.8	0
0	3.9	0
0	4	0
0.1	0	0
0.1	0.1	0
0.1	0.2	0
0.1	0.3	0
0.1	0.4	0
0.1	0.5	0
0.1	0.6	0
0.1	0.7	0
0.1	0.8	0
0.1	0.9	0
0.1	1	0
0.1	1.1	0
0.1	1.2	0
0.1	1.3	0
0.1	1.4	0
0.1	1.5	0
0.1	1.6	0
0.1	1.7	0
0.1	1.8	0
0.1	1.9	0
0.1	2	0
0.1	2.1	0
0.1	2.2	0
0.1	2.3	0
0.1	2.4	0
0.1	2.5	0
0.1	2.6	0
0.1	2.7	0
0.1	2.8	0
0.1	2.9	0
0.1	3	0
0.1	3.1	0
0.1	3.2	0
0.1	3.3	0
0.1	3.4	0
0.1	3.5	0
0.1	3.6	0
0.1	3.7	0
0.1	3.8	0
0.1	3.9	0
0.1	4	0
0.2	0	0
0.2	0.1	0
0.2	0.2	0
0.2	0.3	0.5033153
0.2	0.4	0.52004176
0.2	0.5	0.52708966
0.2	0.6	0.52405751
0.2	0.7	0.51111849
0.2	0.8	0
0.2	0.9	0
0.2	1	0
0.2	1.1	0
0.2	1.2	0
0.2	1.3	0
0.2	1.4	0
0.2	1.5	0
0.2	1.6	0
0.2	1.7	0
0.2	1.8	0
0.2	1.9	0
0.2	2	0
0.2	2.1	0
0.2	2.2	0
0.2	2.3	0
0.2	2.4	0
0.2	2.5	0
0.2	2.6	0
0.2	2.7	0
0.2	2.8	0
0.2	2.9	0
0.2	3	0
0.2	3.1	0
0.2	3.2	0
0.2	3.3	0
0.2	3.4	0
0.2	3.5	0
0.2	3.6	0
0.2	3.7	0
0.2	3.8	0
0.2	3.9	0
0.2	4	0
0.3	0	0
0.3	0.1	0
0.3	0.2	0.53320668
0.3	0.3	0.56814159
0.3	0.4	0.59383496
0.3	0.5	0.60886796
0.3	0.6	0.61239081
0.3	0.7	0.60420233
0.3	0.8	0.58476895
0.3	0.9	0.55518075
0.3	1	0.51705016
0.3	1.1	0
0.3	1.2	0
0.3	1.3	0
0.3	1.4	0
0.3	1.5	0
0.3	1.6	0
0.3	1.7	0
0.3	1.8	0
0.3	1.9	0
0.3	2	0
0.3	2.1	0
0.3	2.2	0
0.3	2.3	0
0.3	2.4	0
0.3	2.5	0
0.3	2.6	0
0.3	2.7	0
0.3	2.8	0
0.3	2.9	0
0.3	3	0
0.3	3.1	0
0.3	3.2	0
0.3	3.3	0
0.3	3.4	0
0.3	3.5	0
0.3	3.6	0
0.3	3.7	0
0.3	3.8	0
0.3	3.9	0
0.3	4	0
0.4	0	0
0.4	0.1	0.52708966
0.4	0.2	0.57917312
0.4	0.3	0.62428153
0.4	0.4	0.66008635
0.4	0.5	0.68465094
0.4	0.6	0.6966038
0.4	0.7	0.69526547
0.4	0.8	0.6807124
0.4	0.9	0.65376979
0.4	1	0.61593405
0.4	1.1	0.56923522
0.4	1.2	0.51605679
0.4	1.3	0
0.4	1.4	0
0.4	1.5	0
0.4	1.6	0
0.4	1.7	0
0.4	1.8	0
0.4	1.9	0
0.4	2	0
0.4	2.1	0
0.4	2.2	0
0.4	2.3	0
0.4	2.4	0
0.4	2.5	0
0.4	2.6	0
0.4	2.7	0
0.4	2.8	0
0.4	2.9	0
0.4	3	0
0.4	3.1	0
0.4	3.2	0
0.4	3.3	0
0.4	3.4	0
0.4	3.5	0
0.4	3.6	0
0.4	3.7	0
0.4	3.8	0
0.4	3.9	0
0.4	4	0
0.5	0	0
0.5	0.1	0.55092651
0.5	0.2	0.61239081
0.5	0.3	0.66774684
0.5	0.4	0.71423841
0.5	0.5	0.74941563
0.5	0.6	0.7713482
0.5	0.7	0.77880078
0.5	0.8	0.7713482
0.5	0.9	0.74941563
0.5	1	0.71423841
0.5	1.1	0.66774684
0.5	1.2	0.61239081
0.5	1.3	0.55092651
0.5	1.4	0
0.5	1.5	0
0.5	1.6	0
0.5	1.7	0
0.5	1.8	0
0.5	1.9	0
0.5	2	0
0.5	2.1	0
0.5	2.2	0
0.5	2.3	0
0.5	2.4	0
0.5	2.5	0
0.5	2.6	0
0.5	2.7	0
0.5	2.8	0
0.5	2.9	0
0.5	3	0
0.5	3.1	0
0.5	3.2	0
0.5	3.3	0
0.5	3.4	0
0.5	3.5	0
0.5	3.6	0
0.5	3.7	0
0.5	3.8	0
0.5	3.9	0
0.5	4	0
0.6	0	0
0.6	0.1	0.56054478
0.6	0.2	0.63031319
0.6	0.3	0.69526547
0.6	0.4	0.75230355
0.6	0.5	0.79851622
0.6	0.6	0.831424
0.6	0.7	0.84919916
0.6	0.8	0.85083381
0.6	0.9	0.83623454
0.6	1	0.80623129
0.6	1.1	0.76249918
0.6	1.2	0.70740365
0.6	1.3	0.64378876
0.6	1.4	0.57473503
0.6	1.5	0.5033153
0.6	1.6	0
0.6	1.7	0
0.6	1.8	0
0.6	1.9	0
0.6	2	0
0.6	2.1	0
0.6	2.2	0
0.6	2.3	0
0.6	2.4	0
0.6	2.5	0
0.6	2.6	0
0.6	2.7	0
0.6	2.8	0
0.6	2.9	0
0.6	3	0
0.6	3.1	0
0.6	3.2	0
0.6	3.3	0
0.6	3.4	0
0.6	3.5	0
0.6	3.6	0
0.6	3.7	0
0.6	3.8	0
0.6	3.9	0
0.6	4	0
0.7	0	0
0.7	0.1	0.55518075
0.7	0.2	0.63152649
0.7	0.3	0.70468809
0.7	0.4	0.7713482
0.7	0.5	0.82823236
0.7	0.6	0.87237277
0.7	0.7	0.90136396
0.7	0.8	0.91357974
0.7	0.9	0.90832426
0.7	1	0.88589766
0.7	1.1	0.84756765
0.7	1.2	0.7954509
0.7	1.3	0.73231944
0.7	1.4	0.66135697
0.7	1.5	0.58589459
0.7	1.6	0.50915642
0.7	1.7	0
0.7	1.8	0
0.7	1.9	0
0.7	2	0
0.7	2.1	0
0.7	2.2	0
0.7	2.3	0
0.7	2.4	0
0.7	2.5	0
0.7	2.6	0
0.7	2.7	0
0.7	2.8	0
0.7	2.9	0
0.7	3	0
0.7	3.1	0
0.7	3.2	0
0.7	3.3	0
0.7	3.4	0
0.7	3.5	0
0.7	3.6	0
0.7	3.7	0
0.7	3.8	0
0.7	3.9	0
0.7	4	0
0.8	0	0
0.8	0.1	0.53526143
0.8	0.2	0.61593405
0.8	0.3	0.69526547
0.8	0.4	0.76986626
0.8	0.5	0.83623454
0.8	0.6	0.89102338
0.8	0.7	0.9313186
0.8	0.8	0.95489504
0.8	0.9	0.96041998
0.8	1	0.94757788
0.8	1.1	0.91710028
0.8	1.2	0.87069674
0.8	1.3	0.81089607
0.8	1.4	0.74081822
0.8	1.5	0.66390555
0.8	1.6	0.58364548
0.8	1.7	0.5033153
0.8	1.8	0
0.8	1.9	0
0.8	2	0
0.8	2.1	0
0.8	2.2	0
0.8	2.3	0
0.8	2.4	0
0.8	2.5	0
0.8	2.6	0
0.8	2.7	0
0.8	2.8	0
0.8	2.9	0
0.8	3	0
0.8	3.1	0
0.8	3.2	0
0.8	3.3	0
0.8	3.4	0
0.8	3.5	0
0.8	3.6	0
0.8	3.7	0
0.8	3.8	0
0.8	3.9	0
0.8	4	0
0.9	0	0
0.9	0.1	0.50234832
0.9	0.2	0.58476895
0.9	0.3	0.66774684
0.9	0.4	0.74797583
0.9	0.5	0.82188578
0.9	0.6	0.88589766
0.9	0.7	0.93670712
0.9	0.8	0.97156592
0.9	0.9	0.98852785
0.9	1	0.98662866
0.9	1.1	0.96597687
0.9	1.2	0.92774349
0.9	1.3	0.87405202
0.9	1.4	0.80778323
0.9	1.5	0.73231944
0.9	1.6	0.65126012
0.9	1.7	0.56814159
0.9	1.8	0
0.9	1.9	0
0.9	2	0
0.9	2.1	0
0.9	2.2	0
0.9	2.3	0
0.9	2.4	0
0.9	2.5	0
0.9	2.6	0
0.9	2.7	0
0.9	2.8	0
